County,State Abbreviation,Postal Code
Kings,NY,11228
Kings,NY,11229
Kings,NY,11230
Kings,NY,11231
Kings,NY,11232
Kings,NY,11233
Kings,NY,11234
Kings,NY,11235
Kings,NY,11236
Kings,NY,11237
Kings,NY,11238
Kings,NY,11239
Kings,NY,11240
Kings,NY,11241
Kings,NY,11242
Kings,NY,11243
Kings,NY,11244
Kings,NY,11245
Kings,NY,11247
Kings,NY,11248
Kings,NY,11249
Kings,NY,11251
Kings,NY,11252
Kings,NY,11254
Kings,NY,11255
Kings,NY,11256
Queens,NY,11351
Queens,NY,11352
Queens,NY,11353
Queens,NY,11354
Queens,NY,11355
Queens,NY,11356
Queens,NY,11357
Queens,NY,11358
Queens,NY,11359
Queens,NY,11360
Queens,NY,11361
Queens,NY,11362
Queens,NY,11363
Queens,NY,11364
Queens,NY,11365
Queens,NY,11366
Queens,NY,11367
Queens,NY,11368
Queens,NY,11369
Queens,NY,11370
Queens,NY,11371
Queens,NY,11372
Queens,NY,11373
Queens,NY,11374
Queens,NY,11375
Queens,NY,11377
Queens,NY,11378
Queens,NY,11379
Queens,NY,11380
Queens,NY,11381
Queens,NY,11385
Queens,NY,11386
Queens,NY,11388
Queens,NY,11390
Queens,NY,11405
Queens,NY,11411
Queens,NY,11412
Queens,NY,11413
Queens,NY,11414
Queens,NY,11415
Queens,NY,11416
Queens,NY,11417
Queens,NY,11418
Queens,NY,11419
Queens,NY,11420
Queens,NY,11421
Queens,NY,11422
Queens,NY,11423
Queens,NY,11424
Queens,NY,11425
Queens,NY,11426
Queens,NY,11427
Queens,NY,11428
Queens,NY,11429
Queens,NY,11430
Queens,NY,11431
Queens,NY,11432
Queens,NY,11433
Queens,NY,11434
Queens,NY,11435
Queens,NY,11436
Queens,NY,11439
Queens,NY,11451
Queens,NY,11484
Queens,NY,11499
Nassau,NY,11501
Nassau,NY,11507
Nassau,NY,11509
Nassau,NY,11510
Nassau,NY,11514
Nassau,NY,11516
Nassau,NY,11518
Nassau,NY,11520
Nassau,NY,11530
Nassau,NY,11531
Nassau,NY,11535
Nassau,NY,11536
Nassau,NY,11542
Nassau,NY,11545
Nassau,NY,11547
Nassau,NY,11548
Nassau,NY,11549
Nassau,NY,11550
Nassau,NY,11551
Nassau,NY,11552
Nassau,NY,11553
Nassau,NY,11554
Nassau,NY,11555
Nassau,NY,11556
Nassau,NY,11557
Nassau,NY,11558
Nassau,NY,11559
Nassau,NY,11560
Nassau,NY,11561
Nassau,NY,11563
Nassau,NY,11564
Nassau,NY,11565
Nassau,NY,11566
Nassau,NY,11568
Nassau,NY,11569
Nassau,NY,11570
Nassau,NY,11571
Nassau,NY,11572
Nassau,NY,11575
Nassau,NY,11576
Nassau,NY,11577
Nassau,NY,11579
Nassau,NY,11580
Nassau,NY,11581
Nassau,NY,11582
Nassau,NY,11583
Nassau,NY,11588
Nassau,NY,11590
Nassau,NY,11592
Nassau,NY,11593
Nassau,NY,11594
Nassau,NY,11595
Nassau,NY,11596
Nassau,NY,11597
Nassau,NY,11598
Nassau,NY,11599
Queens,NY,11690
Queens,NY,11691
Queens,NY,11692
Queens,NY,11693
Queens,NY,11694
Queens,NY,11695
Queens,NY,11696
Queens,NY,11697
Suffolk,NY,11701
Suffolk,NY,11702
Suffolk,NY,11703
Suffolk,NY,11704
Suffolk,NY,11705
Suffolk,NY,11706
Suffolk,NY,11707
Suffolk,NY,11708
Nassau,NY,11709
Nassau,NY,11710
Suffolk,NY,11713
Nassau,NY,11714
Suffolk,NY,11715
Suffolk,NY,11716
Suffolk,NY,11717
Suffolk,NY,11718
Suffolk,NY,11719
Suffolk,NY,11720
Suffolk,NY,11721
Suffolk,NY,11722
Suffolk,NY,11724
Suffolk,NY,11725
Suffolk,NY,11726
Suffolk,NY,11727
Suffolk,NY,11729
Suffolk,NY,11730
Suffolk,NY,11731
Nassau,NY,11732
Suffolk,NY,11733
Nassau,NY,11735
Nassau,NY,11736
Nassau,NY,11737
Suffolk,NY,11738
Suffolk,NY,11739
Suffolk,NY,11740
Suffolk,NY,11741
Suffolk,NY,11742
Suffolk,NY,11743
Suffolk,NY,11745
Suffolk,NY,11746
Suffolk,NY,11747
Suffolk,NY,11749
Suffolk,NY,11750
Suffolk,NY,11751
Suffolk,NY,11752
Nassau,NY,11753
Suffolk,NY,11754
Suffolk,NY,11755
Nassau,NY,11756
Suffolk,NY,11757
Nassau,NY,11758
Suffolk,NY,11760
Nassau,NY,11762
Suffolk,NY,11763
Suffolk,NY,11764
Nassau,NY,11765
Suffolk,NY,11766
Suffolk,NY,11767
Suffolk,NY,11768
Suffolk,NY,11769
Suffolk,NY,11770
Nassau,NY,11771
Suffolk,NY,11772
Nassau,NY,11773
Nassau,NY,11774
Suffolk,NY,11775
Suffolk,NY,11776
Suffolk,NY,11777
Suffolk,NY,11778
Suffolk,NY,11779
Suffolk,NY,11780
Suffolk,NY,11782
Nassau,NY,11783
Suffolk,NY,11784
Suffolk,NY,11786
Suffolk,NY,11787
Suffolk,NY,11788
Suffolk,NY,11789
Suffolk,NY,11790
Nassau,NY,11791
Suffolk,NY,11792
Nassau,NY,11793
Suffolk,NY,11794
Suffolk,NY,11795
Suffolk,NY,11796
Nassau,NY,11797
Suffolk,NY,11798
Nassau,NY,11801
Nassau,NY,11802
Nassau,NY,11803
Nassau,NY,11804
Suffolk,NY,11805
Nassau,NY,11815
Nassau,NY,11819
Nassau,NY,11853
Nassau,NY,11854
Nassau,NY,11855
Suffolk,NY,11901
Suffolk,NY,11930
Suffolk,NY,11931
Suffolk,NY,11932
Suffolk,NY,11933
Suffolk,NY,11934
Suffolk,NY,11935
Suffolk,NY,11937
Suffolk,NY,11939
Suffolk,NY,11940
Suffolk,NY,11941
Suffolk,NY,11942
Suffolk,NY,11944
Suffolk,NY,11946
Suffolk,NY,11947
Suffolk,NY,11948
Suffolk,NY,11949
Suffolk,NY,11950
Suffolk,NY,11951
Suffolk,NY,11952
Suffolk,NY,11953
Suffolk,NY,11954
Suffolk,NY,11955
Suffolk,NY,11956
Suffolk,NY,11957
Suffolk,NY,11958
Suffolk,NY,11959
Suffolk,NY,11960
Suffolk,NY,11961
Suffolk,NY,11962
Suffolk,NY,11963
Suffolk,NY,11964
Suffolk,NY,11965
Suffolk,NY,11967
Suffolk,NY,11968
Suffolk,NY,11969
Suffolk,NY,11970
Suffolk,NY,11971
Suffolk,NY,11972
Suffolk,NY,11973
Suffolk,NY,11975
Suffolk,NY,11976
Suffolk,NY,11977
Suffolk,NY,11978
Suffolk,NY,11980
Albany,NY,12007
Schenectady,NY,12008
Albany,NY,12009
Montgomery,NY,12010
Greene,NY,12015
Montgomery,NY,12016
Columbia,NY,12017
Rensselaer,NY,12018
Saratoga,NY,12019
Saratoga,NY,12020
Rensselaer,NY,12022
Albany,NY,12023
Rensselaer,NY,12024
Fulton,NY,12025
Saratoga,NY,12027
Rensselaer,NY,12028
Columbia,NY,12029
Schoharie,NY,12031
Fulton,NY,12032
Rensselaer,NY,12033
Schoharie,NY,12035
Schoharie,NY,12036
Columbia,NY,12037
Rensselaer,NY,12040
Albany,NY,12041
Greene,NY,12042
Schoharie,NY,12043
Albany,NY,12045
Albany,NY,12046
Albany,NY,12047
Columbia,NY,12050
Greene,NY,12051
Rensselaer,NY,12052
Schenectady,NY,12053
Albany,NY,12054
Albany,NY,12055
Schenectady,NY,12056
Washington,NY,12057
Greene,NY,12058
Albany,NY,12059
Columbia,NY,12060
Rensselaer,NY,12061
Rensselaer,NY,12062
Rensselaer,NY,12063
Otsego,NY,12064
Saratoga,NY,12065
Montgomery,NY,12066
Albany,NY,12067
Montgomery,NY,12068
Montgomery,NY,12069
Montgomery,NY,12070
Schoharie,NY,12071
Montgomery,NY,12072
Schoharie,NY,12073
Saratoga,NY,12074
Columbia,NY,12075
Schoharie,NY,12076
Albany,NY,12077
Fulton,NY,12078
Rensselaer,NY,12082
Greene,NY,12083
Albany,NY,12084
Albany,NY,12085
Montgomery,NY,12086
Greene,NY,12087
Rensselaer,NY,12089
Rensselaer,NY,12090
Schoharie,NY,12092
Schoharie,NY,12093
Rensselaer,NY,12094
Fulton,NY,12095
Columbia,NY,12106
Albany,NY,12107
Hamilton,NY,12108
Albany,NY,12110
Albany,NY,12111
Columbia,NY,12115
Otsego,NY,12116
Fulton,NY,12117
Saratoga,NY,12118
Albany,NY,12120
Rensselaer,NY,12121
Schoharie,NY,12122
Rensselaer,NY,12123
Greene,NY,12124
Columbia,NY,12125
Albany,NY,12128
Columbia,NY,12130
Schoharie,NY,12131
Columbia,NY,12132
Rensselaer,NY,12133
Fulton,NY,12134
Columbia,NY,12136
Schenectady,NY,12137
Rensselaer,NY,12138
Hamilton,NY,12139
Rensselaer,NY,12140
Schenectady,NY,12141
Albany,NY,12143
Rensselaer,NY,12144
Albany,NY,12147
Saratoga,NY,12148
Schoharie,NY,12149
Schenectady,NY,12150
Saratoga,NY,12151
Rensselaer,NY,12153
Rensselaer,NY,12154
Otsego,NY,12155
Rensselaer,NY,12156
Schoharie,NY,12157
Albany,NY,12158
Albany,NY,12159
Schoharie,NY,12160
Albany,NY,12161
Rensselaer,NY,12162
Hamilton,NY,12164
Columbia,NY,12165
Montgomery,NY,12166
Delaware,NY,12167
Rensselaer,NY,12168
Rensselaer,NY,12169
Saratoga,NY,12170
Columbia,NY,12172
Columbia,NY,12173
Columbia,NY,12174
Schoharie,NY,12175
Greene,NY,12176
Montgomery,NY,12177
Rensselaer,NY,12179
Rensselaer,NY,12180
Rensselaer,NY,12181
Rensselaer,NY,12182
Albany,NY,12183
Columbia,NY,12184
Rensselaer,NY,12185
Albany,NY,12186
Schoharie,NY,12187
Saratoga,NY,12188
Albany,NY,12189
Hamilton,NY,12190
Greene,NY,12192
Albany,NY,12193
Schoharie,NY,12194
Columbia,NY,12195
Rensselaer,NY,12196
Otsego,NY,12197
Rensselaer,NY,12198
Albany,NY,12201
Albany,NY,12202
Albany,NY,12203
Albany,NY,12204
Albany,NY,12205
Albany,NY,12206
Albany,NY,12207
Albany,NY,12208
Albany,NY,12209
Albany,NY,12210
Albany,NY,12211
Albany,NY,12212
Albany,NY,12214
Albany,NY,12220
Albany,NY,12222
Albany,NY,12223
Albany,NY,12224
Albany,NY,12225
Albany,NY,12226
Albany,NY,12227
Albany,NY,12228
Albany,NY,12229
Albany,NY,12230
Albany,NY,12231
Albany,NY,12232
Albany,NY,12233
Albany,NY,12234
Albany,NY,12235
Albany,NY,12236
Albany,NY,12237
Albany,NY,12238
Albany,NY,12239
Albany,NY,12240
Albany,NY,12241
Albany,NY,12242
Albany,NY,12243
Albany,NY,12244
Albany,NY,12245
Albany,NY,12246
Albany,NY,12247
Albany,NY,12248
Albany,NY,12249
Albany,NY,12250
Albany,NY,12252
Albany,NY,12255
Albany,NY,12256
Albany,NY,12257
Albany,NY,12260
Albany,NY,12261
Albany,NY,12262
Albany,NY,12288
Schenectady,NY,12301
Schenectady,NY,12302
Schenectady,NY,12303
Schenectady,NY,12304
Schenectady,NY,12305
Schenectady,NY,12306
Schenectady,NY,12307
Schenectady,NY,12308
Schenectady,NY,12309
Schenectady,NY,12325
Schenectady,NY,12345
Ulster,NY,12401
Ulster,NY,12402
Ulster,NY,12404
Greene,NY,12405
Delaware,NY,12406
Greene,NY,12407
Ulster,NY,12409
Ulster,NY,12410
Ulster,NY,12411
Ulster,NY,12412
Greene,NY,12413
Greene,NY,12414
Ulster,NY,12416
Ulster,NY,12417
Greene,NY,12418
Ulster,NY,12419
Ulster,NY,12420
Delaware,NY,12421
Greene,NY,12422
Greene,NY,12423
Greene,NY,12424
Greene,NY,12427
Ulster,NY,12428
Ulster,NY,12429
Delaware,NY,12430
Greene,NY,12431
Ulster,NY,12432
Ulster,NY,12433
Delaware,NY,12434
Ulster,NY,12435
Greene,NY,12436
Delaware,NY,12438
Greene,NY,12439
Ulster,NY,12440
Ulster,NY,12441
Greene,NY,12442
Ulster,NY,12443
Greene,NY,12444
Ulster,NY,12446
Ulster,NY,12448
Ulster,NY,12449
Greene,NY,12450
Greene,NY,12451
Greene,NY,12452
Ulster,NY,12453
Greene,NY,12454
Delaware,NY,12455
Ulster,NY,12456
Ulster,NY,12457
Ulster,NY,12458
Delaware,NY,12459
Greene,NY,12460
Ulster,NY,12461
Greene,NY,12463
Ulster,NY,12464
Ulster,NY,12465
Ulster,NY,12466
Greene,NY,12468
Albany,NY,12469
Greene,NY,12470
Ulster,NY,12471
Ulster,NY,12472
Greene,NY,12473
Delaware,NY,12474
Ulster,NY,12475
Ulster,NY,12477
Ulster,NY,12480
Ulster,NY,12481
Greene,NY,12482
Ulster,NY,12483
Ulster,NY,12484
Greene,NY,12485
Ulster,NY,12486
Ulster,NY,12487
Ulster,NY,12489
Ulster,NY,12490
Ulster,NY,12491
Greene,NY,12492
Ulster,NY,12493
Ulster,NY,12494
Ulster,NY,12495
Greene,NY,12496
Ulster,NY,12498
Dutchess,NY,12501
Columbia,NY,12502
Columbia,NY,12503
Dutchess,NY,12504
Dutchess,NY,12506
Dutchess,NY,12507
Dutchess,NY,12508
Dutchess,NY,12510
Dutchess,NY,12511
Dutchess,NY,12512
Columbia,NY,12513
Dutchess,NY,12514
Ulster,NY,12515
Columbia,NY,12516
Columbia,NY,12517
Orange,NY,12518
Orange,NY,12520
Columbia,NY,12521
Dutchess,NY,12522
Columbia,NY,12523
Dutchess,NY,12524
Ulster,NY,12525
Columbia,NY,12526
Dutchess,NY,12527
Ulster,NY,12528
Columbia,NY,12529
Columbia,NY,12530
Dutchess,NY,12531
Dutchess,NY,12533
Columbia,NY,12534
Dutchess,NY,12537
Dutchess,NY,12538
Dutchess,NY,12540
Columbia,NY,12541
Ulster,NY,12542
Orange,NY,12543
Columbia,NY,12544
Dutchess,NY,12545
Dutchess,NY,12546
Ulster,NY,12547
Ulster,NY,12548
Orange,NY,12549
Orange,NY,12550
Orange,NY,12551
Orange,NY,12552
Orange,NY,12553
Orange,NY,12555
Ulster,NY,12561
Putnam,NY,12563
Dutchess,NY,12564
Columbia,NY,12565
Orange,NY,12566
Dutchess,NY,12567
Ulster,NY,12568
Dutchess,NY,12569
Dutchess,NY,12570
Dutchess,NY,12571
Dutchess,NY,12572
Dutchess,NY,12574
Orange,NY,12575
Orange,NY,12577
Dutchess,NY,12578
Dutchess,NY,12580
Dutchess,NY,12581
Dutchess,NY,12582
Dutchess,NY,12583
Orange,NY,12584
Dutchess,NY,12585
Orange,NY,12586
Ulster,NY,12588
Ulster,NY,12589
Dutchess,NY,12590
Dutchess,NY,12592
Columbia,NY,12593
Dutchess,NY,12594
Dutchess,NY,12601
Dutchess,NY,12602
Dutchess,NY,12603
Dutchess,NY,12604
Sullivan,NY,12701
Sullivan,NY,12719
Sullivan,NY,12720
Sullivan,NY,12721
Sullivan,NY,12722
Sullivan,NY,12723
Sullivan,NY,12724
Sullivan,NY,12725
Sullivan,NY,12726
Sullivan,NY,12727
Orange,NY,12729
Sullivan,NY,12732
Sullivan,NY,12733
Sullivan,NY,12734
Sullivan,NY,12736
Sullivan,NY,12737
Sullivan,NY,12738
Orange,NY,12739
Sullivan,NY,12740
Sullivan,NY,12741
Sullivan,NY,12742
Sullivan,NY,12743
Sullivan,NY,12745
Orange,NY,12746
Sullivan,NY,12747
Sullivan,NY,12748
Sullivan,NY,12749
Sullivan,NY,12750
Sullivan,NY,12751
Sullivan,NY,12752
Sullivan,NY,12754
Sullivan,NY,12758
Sullivan,NY,12759
Sullivan,NY,12760
Sullivan,NY,12762
Sullivan,NY,12763
Sullivan,NY,12764
Sullivan,NY,12765
Sullivan,NY,12766
Sullivan,NY,12767
Sullivan,NY,12768
Sullivan,NY,12769
Sullivan,NY,12770
Orange,NY,12771
Sullivan,NY,12775
Sullivan,NY,12776
Sullivan,NY,12777
Sullivan,NY,12778
Sullivan,NY,12779
Orange,NY,12780
Sullivan,NY,12781
Ulster,NY,12782
Sullivan,NY,12783
Sullivan,NY,12784
Sullivan,NY,12785
Sullivan,NY,12786
Sullivan,NY,12787
Sullivan,NY,12788
Sullivan,NY,12789
Sullivan,NY,12790
Sullivan,NY,12791
Sullivan,NY,12792
Warren,NY,12801
Saratoga,NY,12803
Warren,NY,12804
Warren,NY,12808
Washington,NY,12809
Warren,NY,12810
Warren,NY,12811
Hamilton,NY,12812
Warren,NY,12814
Warren,NY,12815
Washington,NY,12816
Warren,NY,12817
Washington,NY,12819
Warren,NY,12820
Washington,NY,12821
Saratoga,NY,12822
Washington,NY,12823
Warren,NY,12824
Washington,NY,12827
Washington,NY,12828
Saratoga,NY,12831
Washington,NY,12832
Saratoga,NY,12833
Washington,NY,12834
Saratoga,NY,12835
Warren,NY,12836
Washington,NY,12837
Washington,NY,12838
Washington,NY,12839
Washington,NY,12841
Hamilton,NY,12842
Warren,NY,12843
Warren,NY,12844
Warren,NY,12845
Warren,NY,12846
Hamilton,NY,12847
Washington,NY,12848
Washington,NY,12849
Saratoga,NY,12850
Essex,NY,12851
Essex,NY,12852
Warren,NY,12853
Washington,NY,12854
Essex,NY,12855
Warren,NY,12856
Essex,NY,12857
Essex,NY,12858
Saratoga,NY,12859
Warren,NY,12860
Washington,NY,12861
Warren,NY,12862
Saratoga,NY,12863
Hamilton,NY,12864
Washington,NY,12865
Saratoga,NY,12866
Essex,NY,12870
Saratoga,NY,12871
Essex,NY,12872
Washington,NY,12873
Warren,NY,12874
Warren,NY,12878
Essex,NY,12879
Essex,NY,12883
Saratoga,NY,12884
Warren,NY,12885
Warren,NY,12886
Washington,NY,12887
Clinton,NY,12901
Clinton,NY,12903
Clinton,NY,12910
Clinton,NY,12911
Clinton,NY,12912
Essex,NY,12913
Franklin,NY,12914
Franklin,NY,12915
Franklin,NY,12916
Franklin,NY,12917
Clinton,NY,12918
Clinton,NY,12919
Franklin,NY,12920
Clinton,NY,12921
St. Lawrence,NY,12922
Clinton,NY,12923
Clinton,NY,12924
Franklin,NY,12926
St. Lawrence,NY,12927
Essex,NY,12928
Clinton,NY,12929
Franklin,NY,12930
Essex,NY,12932
Clinton,NY,12933
Clinton,NY,12934
Clinton,NY,12935
Essex,NY,12936
Franklin,NY,12937
Franklin,NY,12939
Essex,NY,12941
Essex,NY,12942
Essex,NY,12943
Essex,NY,12944
Franklin,NY,12945
Essex,NY,12946
St. Lawrence,NY,12949
Essex,NY,12950
Clinton,NY,12952
Franklin,NY,12953
Clinton,NY,12955
Essex,NY,12956
Franklin,NY,12957
Clinton,NY,12958
Clinton,NY,12959
Essex,NY,12960
Essex,NY,12961
Clinton,NY,12962
Essex,NY,12964
St. Lawrence,NY,12965
Franklin,NY,12966
St. Lawrence,NY,12967
Franklin,NY,12969
Franklin,NY,12970
Clinton,NY,12972
St. Lawrence,NY,12973
Essex,NY,12974
Essex,NY,12975
Franklin,NY,12976
Essex,NY,12977
Clinton,NY,12978
Clinton,NY,12979
Franklin,NY,12980
Clinton,NY,12981
Franklin,NY,12983
Clinton,NY,12985
Franklin,NY,12986
Essex,NY,12987
Franklin,NY,12989
Clinton,NY,12992
Essex,NY,12993
Franklin,NY,12995
Essex,NY,12996
Essex,NY,12997
Essex,NY,12998
Onondaga,NY,13020
Cayuga,NY,13021
Cayuga,NY,13022
Cayuga,NY,13024
Cayuga,NY,13026
Onondaga,NY,13027
Oswego,NY,13028
Onondaga,NY,13029
Onondaga,NY,13030
Onondaga,NY,13031
Madison,NY,13032
Cayuga,NY,13033
Cayuga,NY,13034
Madison,NY,13035
Oswego,NY,13036
Madison,NY,13037
Onondaga,NY,13039
Cortland,NY,13040
Onondaga,NY,13041
Oswego,NY,13042
Madison,NY,13043
Oswego,NY,13044
Cortland,NY,13045
Onondaga,NY,13051
Madison,NY,13052
Tompkins,NY,13053
Oneida,NY,13054
Cortland,NY,13056
Onondaga,NY,13057
Onondaga,NY,13060
Madison,NY,13061
Tompkins,NY,13062
Onondaga,NY,13063
Oswego,NY,13064
Seneca,NY,13065
Onondaga,NY,13066
Tompkins,NY,13068
Oswego,NY,13069
Cayuga,NY,13071
Madison,NY,13072
Tompkins,NY,13073
Oswego,NY,13074
Oswego,NY,13076
Cortland,NY,13077
Onondaga,NY,13078
Onondaga,NY,13080
Cayuga,NY,13081
Onondaga,NY,13082
Oswego,NY,13083
Onondaga,NY,13084
Cortland,NY,13087
Onondaga,NY,13088
Onondaga,NY,13089
Onondaga,NY,13090
Cayuga,NY,13092
Oswego,NY,13093
Cortland,NY,13101
Tompkins,NY,13102
Oswego,NY,13103
Onondaga,NY,13104
Oswego,NY,13107
Onondaga,NY,13108
Onondaga,NY,13110
Cayuga,NY,13111
Onondaga,NY,13112
Cayuga,NY,13113
Oswego,NY,13114
Oswego,NY,13115
Onondaga,NY,13116
Cayuga,NY,13117
Cayuga,NY,13118
Onondaga,NY,13119
Onondaga,NY,13120
Oswego,NY,13121
Madison,NY,13122
Oneida,NY,13123
Chenango,NY,13124
Oswego,NY,13126
Chenango,NY,13129
Oswego,NY,13131
Oswego,NY,13132
Madison,NY,13134
Oswego,NY,13135
Chenango,NY,13136
Onondaga,NY,13137
Onondaga,NY,13138
Cayuga,NY,13139
Cayuga,NY,13140
Cortland,NY,13141
Oswego,NY,13142
Wayne,NY,13143
Oswego,NY,13144
Oswego,NY,13145
Wayne,NY,13146
Cayuga,NY,13147
Seneca,NY,13148
Onondaga,NY,13152
Onondaga,NY,13153
Wayne,NY,13154
Chenango,NY,13155
Cayuga,NY,13156
Oneida,NY,13157
Cortland,NY,13158
Onondaga,NY,13159
Cayuga,NY,13160
Oneida,NY,13162
Madison,NY,13163
Onondaga,NY,13164
Seneca,NY,13165
Cayuga,NY,13166
Oswego,NY,13167
Onondaga,NY,13201
Onondaga,NY,13202
Onondaga,NY,13203
Onondaga,NY,13204
Onondaga,NY,13205
Onondaga,NY,13206
Onondaga,NY,13207
Onondaga,NY,13208
Onondaga,NY,13209
Onondaga,NY,13210
Onondaga,NY,13211
Onondaga,NY,13212
Onondaga,NY,13214
Onondaga,NY,13215
Onondaga,NY,13217
Onondaga,NY,13218
Onondaga,NY,13219
Onondaga,NY,13220
Onondaga,NY,13221
Onondaga,NY,13224
Onondaga,NY,13225
Onondaga,NY,13244
Onondaga,NY,13250
Onondaga,NY,13251
Onondaga,NY,13252
Onondaga,NY,13260
Onondaga,NY,13261
Onondaga,NY,13290
Oneida,NY,13301
Oswego,NY,13302
Oneida,NY,13303
Oneida,NY,13304
Lewis,NY,13305
Oneida,NY,13308
Oneida,NY,13309
Madison,NY,13310
Lewis,NY,13312
Oneida,NY,13313
Madison,NY,13314
Otsego,NY,13315
Oneida,NY,13316
Montgomery,NY,13317
Oneida,NY,13318
Oneida,NY,13319
Otsego,NY,13320
Oneida,NY,13321
Oneida,NY,13322
Oneida,NY,13323
Herkimer,NY,13324
Lewis,NY,13325
Otsego,NY,13326
Lewis,NY,13327
Oneida,NY,13328
Herkimer,NY,13329
Herkimer,NY,13331
Chenango,NY,13332
Otsego,NY,13333
Madison,NY,13334
Otsego,NY,13335
Otsego,NY,13337
Oneida,NY,13338
Montgomery,NY,13339
Herkimer,NY,13340
Oneida,NY,13341
Otsego,NY,13342
Lewis,NY,13343
Lewis,NY,13345
Madison,NY,13346
Otsego,NY,13348
Herkimer,NY,13350
Oneida,NY,13352
Hamilton,NY,13353
Oneida,NY,13354
Madison,NY,13355
Herkimer,NY,13357
Hamilton,NY,13360
Herkimer,NY,13361
Oneida,NY,13362
Oneida,NY,13363
Madison,NY,13364
Herkimer,NY,13365
Lewis,NY,13367
Lewis,NY,13368
Oneida,NY,13401
Madison,NY,13402
Oneida,NY,13403
Lewis,NY,13404
Herkimer,NY,13406
Herkimer,NY,13407
Madison,NY,13408
Madison,NY,13409
Montgomery,NY,13410
Chenango,NY,13411
Oneida,NY,13413
Otsego,NY,13415
Herkimer,NY,13416
Oneida,NY,13417
Madison,NY,13418
Herkimer,NY,13420
Madison,NY,13421
Oneida,NY,13424
Oneida,NY,13425
Oswego,NY,13426
Montgomery,NY,13428
Herkimer,NY,13431
Lewis,NY,13433
Oneida,NY,13435
Hamilton,NY,13436
Oswego,NY,13437
Oneida,NY,13438
Otsego,NY,13439
Oneida,NY,13440
Oneida,NY,13441
Oneida,NY,13442
Oneida,NY,13449
Otsego,NY,13450
Montgomery,NY,13452
Herkimer,NY,13454
Oneida,NY,13455
Oneida,NY,13456
Otsego,NY,13457
Schoharie,NY,13459
Chenango,NY,13460
Oneida,NY,13461
Chenango,NY,13464
Madison,NY,13465
Otsego,NY,13468
Oneida,NY,13469
Fulton,NY,13470
Oneida,NY,13471
Herkimer,NY,13472
Lewis,NY,13473
Herkimer,NY,13475
Oneida,NY,13476
Oneida,NY,13477
Oneida,NY,13478
Oneida,NY,13479
Oneida,NY,13480
Otsego,NY,13482
Oneida,NY,13483
Madison,NY,13484
Otsego,NY,13485
Oneida,NY,13486
Otsego,NY,13488
Lewis,NY,13489
Oneida,NY,13490
Herkimer,NY,13491
Oneida,NY,13492
Oswego,NY,13493
Oneida,NY,13494
Oneida,NY,13495
Oneida,NY,13501
Oneida,NY,13502
Oneida,NY,13503
Oneida,NY,13504
Oneida,NY,13505
Oneida,NY,13599
Jefferson,NY,13601
Jefferson,NY,13602
Jefferson,NY,13603
Jefferson,NY,13605
Jefferson,NY,13606
Jefferson,NY,13607
Jefferson,NY,13608
Lewis,NY,13610
Jefferson,NY,13611
Jefferson,NY,13612
St. Lawrence,NY,13613
St. Lawrence,NY,13614
Jefferson,NY,13615
Jefferson,NY,13616
St. Lawrence,NY,13617
Jefferson,NY,13618
Jefferson,NY,13619
Lewis,NY,13620
St. Lawrence,NY,13621
Jefferson,NY,13622
St. Lawrence,NY,13623
Jefferson,NY,13624
St. Lawrence,NY,13625
Lewis,NY,13626
Lewis,NY,13627
Jefferson,NY,13628
St. Lawrence,NY,13630
Lewis,NY,13631
Jefferson,NY,13632
St. Lawrence,NY,13633
Jefferson,NY,13634
St. Lawrence,NY,13635
Jefferson,NY,13636
Jefferson,NY,13637
Jefferson,NY,13638
St. Lawrence,NY,13639
Jefferson,NY,13640
Jefferson,NY,13641
St. Lawrence,NY,13642
Jefferson,NY,13643
St. Lawrence,NY,13645
St. Lawrence,NY,13646
St. Lawrence,NY,13647
Lewis,NY,13648
St. Lawrence,NY,13649
Jefferson,NY,13650
Jefferson,NY,13651
St. Lawrence,NY,13652
St. Lawrence,NY,13654
Franklin,NY,13655
Jefferson,NY,13656
Jefferson,NY,13657
St. Lawrence,NY,13658
Jefferson,NY,13659
St. Lawrence,NY,13660
Jefferson,NY,13661
St. Lawrence,NY,13662
St. Lawrence,NY,13664
Jefferson,NY,13665
St. Lawrence,NY,13666
St. Lawrence,NY,13667
St. Lawrence,NY,13668
St. Lawrence,NY,13669
St. Lawrence,NY,13670
Jefferson,NY,13671
St. Lawrence,NY,13672
Jefferson,NY,13673
Jefferson,NY,13674
Jefferson,NY,13675
St. Lawrence,NY,13676
St. Lawrence,NY,13677
St. Lawrence,NY,13678
Jefferson,NY,13679
St. Lawrence,NY,13680
St. Lawrence,NY,13681
Jefferson,NY,13682
St. Lawrence,NY,13683
St. Lawrence,NY,13684
Jefferson,NY,13685
St. Lawrence,NY,13687
Jefferson,NY,13688
St. Lawrence,NY,13690
Jefferson,NY,13691
Jefferson,NY,13692
Jefferson,NY,13693
St. Lawrence,NY,13694
St. Lawrence,NY,13695
St. Lawrence,NY,13696
St. Lawrence,NY,13697
St. Lawrence,NY,13699
Chenango,NY,13730
Delaware,NY,13731
Tioga,NY,13732
Chenango,NY,13733
Tioga,NY,13734
Tioga,NY,13736
Broome,NY,13737
Cortland,NY,13738
Delaware,NY,13739
Delaware,NY,13740
Tioga,NY,13743
Broome,NY,13744
Broome,NY,13745
Broome,NY,13746
